RetainedTxp	DuplicateTxp
Root1298|5157	Root954|4063
Root423|644	Root558|645
Fusarium13|3800291	Fusarium226|3700411
Fusarium13|1630080	Fusarium226|610022
Fusarium216|1800653	Fusre1|537716
Fusarium13|1427300765	Fusarium226|700939
Fusarium233|4300314	Fuseq1|345309
Root1298|4990	Root1312|4735
Root1298|4990	Root423|1301
Root1298|4990	Root74|4253
Root1298|4990	Root954|4537
Root1298|1570	Root1312|1625
Root1298|1570	Root74|1746
Root1298|1570	Root954|1777
Root423|585	Root558|586
Plecto143|85716009	Plecto143|857160014
Plecto143|85716009	Plecuc1|239414
Root423|5728	Root558|4902
Fusarium13|3100139	Fusarium226|3400175
Plecto143|74260059	Plecuc1|112032
Root1298|2167	Root1312|2222
Root1298|2167	Root74|2172
Root1298|2167	Root954|4589
Root1298|6670	Root1312|6725
Root1298|6670	Root74|6661
Root1298|6670	Root954|6152
Fusarium13|1427300946	Fusarium226|7001120
Fusarium216|1001462	Fusre1|588805
Fusarium216|4100338	Fusre1|533403
Fusarium216|2400833	Fusre1|578504
Fusarium216|3000611	Fusre1|562457
Dacma1|794418	Dacma1|819484
Fusarium216|5600177	Fusre1|580317
Fusarium216|2400440	Fusre1|708284
Fusarium13|1427000970	Fusarium226|21000968
Root1298|5945	Root1312|5912
Root1298|5945	Root74|6081
Root1298|5945	Root954|6683
Plecto143|3420076	Plecto143|75610014
Root423|1275	Root558|3836
Plecto143|616004	Plecto143|7462008
Root423|1831	Root558|2883
Fusarium216|5800110	Fusre1|580942
Fusarium13|300901	Fusarium226|1000817
Verdah1|351677	Verdah1|439278
Plecto143|7429005	Plecto143|7429002
Plecto143|7429005	Plecto143|72001
Fusarium13|1400519	Fusarium226|21600402
Fusarium216|1800635	Fusre1|563821
Root1298|442	Root1312|442
Root1298|442	Root74|442
Root1298|442	Root954|5674
Fusarium216|600662	Fusre1|235129
Root423|1010	Root558|1683
Fusarium13|2000411	Fusarium226|1800811
Fusarium216|2200533	Fusre1|367991
Root423|438	Root558|442
Root1298|994	Root1312|992
Root1298|994	Root74|1029
Root1298|994	Root954|5812
Root1298|1166	Root1312|1164
Root1298|1166	Root74|1201
Root1298|1166	Root954|5984
Fusarium13|1427000728	Fusarium226|21000731
Plecto143|13930010	Plecuc1|337179
Root1298|1242	Root1312|1240
Root1298|1242	Root74|1277
Root1298|1242	Root954|6060
Fusarium216|5300126	Fusre1|694240
Plecto143|2202002	Plecto143|13930026
Plecto143|2202002	Plecuc1|276160
Fusarium216|1800807	Fusre1|563503
Fusarium13|1427500274	Fusarium226|500489
Root1298|5208	Root1312|4954
Root1298|5208	Root74|4631
Root1298|5208	Root954|4114
Root559|550	Root667|1068
Root1298|2088	Root1312|2143
Root1298|2088	Root74|2093
Root1298|2088	Root954|4668
Root1298|1281	Root1312|1279
Root1298|1281	Root74|1316
Root1298|1281	Root954|6099
Fusarium13|500031	Fusarium226|570030
Fusarium216|2400669	Fusre1|543554
Fusarium216|1001466	Fusre1|631792
Fusarium216|3568000935	Fusre1|634394
Fusarium13|1700600	Fusarium226|20700592
Fusarium216|580027	Fusre1|598344
Plecto143|12720055	Plecuc1|274771
Fusarium13|4300369	Fusarium226|3100808
Fusarium216|100863	Fusre1|549604
Fusarium13|17001212	Fusarium226|207001195
Root423|6165	Root558|3129
Fusarium13|14270001086	Fusarium226|210001085
Root423|5722	Root558|4896
Fusarium13|1400375	Fusarium226|21600258
Fusarium13|26001036	Fusarium226|400050
Fusarium216|100972	Fusre1|26757
Fusarium216|3568200169	Fusre1|565984
Plecto143|74570073	Plecuc1|135973
Fusarium216|1100836	Fusre1|562689
Root1298|6740	Root1312|6795
Root1298|6740	Root74|6731
Root423|6067	Root558|3227
Fusarium13|4300908	Fusarium226|3100268
Root1298|366	Root1312|366
Root1298|366	Root74|366
Root1298|366	Root954|5598
Root1298|3095	Root1312|3311
Root1298|3095	Root74|3406
Root1298|3095	Root954|2096
Fusarium216|2400227	Fusre1|519588
Root1298|1026	Root1312|1024
Root1298|1026	Root74|1061
Root1298|1026	Root954|5844
Fusarium13|1630052	Fusarium226|222004
Fusarium216|4800636	Fusre1|546304
Fusarium216|3568200108	Fusre1|565897
Root1298|1702	Root1312|1757
Root1298|1702	Root74|4374
Root1298|1702	Root954|6760
Fusarium216|4800399	Fusre1|652184
Root1298|4697	Root1312|4443
Root1298|4697	Root74|3960
Root1298|4697	Root954|315
Verdah1|102401	Verdah1|220010
Root423|5424	Root558|1015
Root1298|3525	Root1312|3870
Root1298|3525	Root74|3171
Root1298|3525	Root954|995
Fusarium13|3800251	Fusarium226|3700372
Plecto143|19090010	Plecto143|7493003
Plecto143|19090010	Plecto143|7493006
Fusarium216|35685006	Fusarium216|3568500587
Plecto143|7689003	Plecto143|74800087
Root423|3044	Root558|2386
Root1298|5272	Root1312|5018
Root1298|5272	Root74|4695
Root1298|5272	Root954|4178
Root1298|1930	Root1312|1985
Root1298|1930	Root74|1936
Root1298|1930	Root954|4824
Fusarium216|600360	Fusre1|685874
Root423|2753	Root558|2095
Root423|1702	Root558|2754
Fusarium13|2300380	Fusarium226|3000333
Fusarium13|2000753	Fusarium226|1800476
Fusarium216|1800841	Fusre1|537539
Root1298|656	Root1312|655
Root1298|656	Root558|1331
Root1298|656	Root74|657
Root1298|656	Root954|2600
Root1298|4555	Root1312|4302
Root1298|4555	Root74|3819
Root1298|4555	Root954|456
Fusarium216|2200782	Fusre1|539302
Root1298|6544	Root1312|6654
Root1298|6544	Root74|6534
Root1298|6544	Root954|6443
Root1298|150	Root1312|150
Root1298|150	Root74|150
Root1298|150	Root954|5382
Root423|4906	Root558|4567
Root423|2706	Root558|2048
Root423|705	Root558|706
Root423|4999	Root558|4660
Dacma1|612141	Dacma1|618730
Plecto143|7513004	Plecto143|1788002
Plecto143|7513004	Plecto143|3930004
Plecto143|7513004	Plecto143|7514003
Fusarium216|2800186	Fusre1|517121
Root1433D1|1718	Root322|477
Fusarium13|14001439	Fusarium226|500216
Fusarium216|10049	Fusre1|682088
Fusarium13|1427500284	Fusarium226|500499
Fusarium216|800253	Fusre1|686433
Root1298|3061	Root1312|3278
Root1298|3061	Root74|6585
Root1298|3061	Root954|1519
Root1298|3221	Root1312|3437
Root1298|3221	Root74|3532
Root1298|3221	Root954|2223
Fusarium13|2000301	Fusarium226|1800922
Fusarium13|14275001124	Fusarium226|5001323
Root1298|6536	Root1312|6646
Root1298|6536	Root74|6526
Root1298|6536	Root954|6435
Plecto143|6700025	Plecuc1|326178
Root1298|2657	Root1312|2876
Root1298|2657	Root74|2579
Root1298|2657	Root954|105
Neora1|692790	Neora1|883616
Fusarium216|600424	Fusre1|685813
Fusarium216|2800187	Fusre1|516728
Root1298|215	Root1312|215
Root1298|215	Root74|215
Root1298|215	Root954|5447
Fusarium216|100687	Fusre1|549074
Fusarium13|2000867	Fusarium226|1800366
Root1298|3307	Root1312|3652
Root1298|3307	Root74|2955
Root1298|3307	Root954|1211
Root1298|1697	Root1312|1752
Root1298|1697	Root74|4379
Root1298|1697	Root954|6755
Fusarium216|180033	Fusre1|507975
Fusarium216|100460	Fusre1|7379
Fusarium216|800158	Fusre1|672617
Fusarium13|3800383	Fusarium226|3700502
Fusarium13|3001643	Fusarium226|10001558
Plecto143|100066	Plecuc1|83167
Fusarium13|14270001626	Fusarium226|210001610
Fusarium13|300504	Fusarium226|1000438
Root423|1797	Root558|2849
Fusarium216|2800329	Fusre1|619538
Root1298|4392	Root1312|4139
Root1298|4392	Root74|3655
Root1298|4392	Root954|3018
Fusarium216|600994	Fusre1|557044
Plecto143|10600113	Plecuc1|324879
Plecto143|83600161	Plecuc1|54404
Fusarium13|3100524	Fusarium226|3400535
Root1298|1625	Root1312|1680
Root1298|1625	Root74|6951
Root1298|1625	Root954|6326
Fusarium216|1100524	Fusre1|693410
Fusarium216|6100186	Fusre1|693616
Fusarium226|21200164	Fusarium226|21200133
Fusarium13|1700933	Fusarium226|20700921
Root423|6412	Root558|1971
Root1298|838	Root1312|837
Root1298|838	Root74|839
Root1298|838	Root954|2421
Root1298|2474	Root1312|2693
Root1298|2474	Root74|6261
Root1298|2474	Root954|287
Fusarium216|4100373	Fusre1|683908
Root423|6104	Root558|3190
Root1298|4276	Root1312|5874
Root1298|4276	Root74|6387
Root1298|4276	Root954|6221
Root1298|4921	Root1312|4666
Root1298|4921	Root74|4184
Root1298|4921	Root954|4468
Fusarium13|1427500822	Fusarium226|5001032
Root423|527	Root558|530
Fusarium216|3568000253	Fusre1|152093
Root1298|289	Root1312|289
Root1298|289	Root74|289
Root1298|289	Root954|5521
Root423|1556	Root558|5127
Root1298|326	Root1312|326
Root1298|326	Root74|326
Root1298|326	Root954|5558
Fusarium216|1100863	Fusre1|562632
Root1298|2405	Root1312|2505
Root1298|2405	Root423|1165
Root1298|2405	Root74|2409
Root1298|2405	Root954|2044
Root423|41	Root558|44
Fusarium13|14275001561	Fusarium226|5001769
Plecto143|12720052	Plecuc1|274778
Fusarium216|10028	Fusre1|682068
Root1298|4930	Root1312|4675
Root1298|4930	Root74|4193
Root1298|4930	Root954|4477
Root423|273	Root558|276
Fusarium13|14273001633	Fusarium226|7001802
Root1298|5766	Root1312|3567
Root1298|5766	Root74|5260
Root1298|5766	Root954|567
Fusarium13|1400747	Fusarium226|21600632
Fusarium13|2000573	Fusarium226|1800648
Fusarium216|1800336	Fusre1|736960
Root1298|5364	Root1312|5110
Root1298|5364	Root74|4787
Root1298|5364	Root954|5042
Plecto143|74310031	Plecuc1|351792
Root423|5617	Root558|4791
Fusarium13|14270001346	Fusarium226|210001344
Fusarium216|1100755	Fusre1|687896
Fusarium216|35680001190	Fusre1|684964
Fusarium13|1400117	Fusarium226|20900250
Fusarium216|1100741	Fusre1|537302
Fusarium216|35680001196	Fusre1|556409
Root1433D1|694	Root322|1637
Fusarium216|3568200859	Fusre1|689775
Fusarium216|1800646	Fusre1|736690
Fusarium216|100942	Fusre1|682934
Fusarium13|17001294	Fusarium226|207001279
Fusarium216|356800015	Fusre1|744398
Fusarium216|35680001285	Fusre1|556559
Fusarium13|3001550	Fusarium226|10001468
Fusarium216|500067	Fusarium226|540067
Fusarium13|1427300539	Fusarium226|700664
Mictri1|217274	Mictri1|229736
Fusarium216|3569300508	Fusre1|690772
Plecto143|7455004	Plecto143|960083
Morel_U14_1|470602	Morel_U14_1|480320
Plecto143|2681003	Plecto143|2681009
Plecto143|2681003	Plecto143|74800065
Plecto143|2681003	Plecto143|18620011
Fusarium13|4300526	Fusarium226|3100649
Fusarium216|3568000744	Fusre1|684545
Fusarium13|3100253	Fusarium226|3400255
Root1298|228	Root1312|228
Root1298|228	Root74|228
Root1298|228	Root954|5460
Fusarium13|1580058	Fusarium226|50078
Fusarium216|3000321	Fusre1|562043
Root1298|6420	Root1312|6365
Root1298|6420	Root74|4988
Root1298|6420	Root954|6466
Fusarium216|600928	Fusre1|534827
Morel_U14_1|541629	Morel_U14_1|541640
Fusarium216|600240	Fusre1|672369
Root1298|6911	Root1312|5798
Root1298|6911	Root74|6870
Root1298|6911	Root954|3418
Root1298|3536	Root1312|3881
Root1298|3536	Root423|3137
Root1298|3536	Root558|2479
Root1298|3536	Root74|3182
Root1298|3536	Root954|984
Plecto143|741500417	Plecto143|85848004
Plecto143|741500417	Plecuc1|353807
Plecto143|741500270	Plecto143|2310003
Root1298|5482	Root1312|5228
Root1298|5482	Root74|4906
Root1298|5482	Root954|5161
Plecto143|2030068	Plecuc1|21968
Dacma1|893129	Dacma1|893163
Dacma1|893129	Dacma1|920517
Root1298|2930	Root1312|3148
Root1298|2930	Root74|2851
Root1298|2930	Root954|1388
Root423|4520	Root558|1205
Fusarium216|3568200256	Fusre1|511168
Fusarium216|4800478	Fusre1|697726
Plecto143|31600172	Plecto143|11920026
Fusarium13|1580020	Fusarium226|50055
Fusarium13|14001449	Fusarium226|500206
Fusarium216|4500432	Fusre1|665047
Fusarium216|730016	Fusre1|697558
Fusarium216|2400139	Fusre1|743405
Ilyeu1|599614	Ilyeu1|606026
Fusarium13|16300112	Fusarium226|610055
Fusarium216|600407	Fusre1|535298
Plecto143|126004	Plecto143|126007
Fusarium216|100982	Fusre1|497279
Root1298|1552	Root1312|1607
Root1298|1552	Root74|1728
Root1298|1552	Root954|1759
Root423|1541	Root558|5142
Root1298|6623	Root1312|6678
Root1298|6623	Root74|6614
Root1298|6623	Root954|3326
Root423|626	Root558|627
Fusarium216|4500585	Fusre1|515827
Fusarium216|600773	Fusre1|557585
Fusarium13|300582	Fusarium226|1000514
Fusarium13|14270001282	Fusarium226|210001278
Fusarium216|2200406	Fusre1|568727
Plecto143|75200013	Plecto143|74800036
Root1298|5906	Root1312|2634
Root1298|5906	Root74|5554
Root1298|5906	Root954|4376
Fusarium13|3001397	Fusarium226|10001317
Root1298|1376	Root1312|1431
Root1298|1376	Root74|1552
Root1298|1376	Root954|1584
Root1298|2444	Root1312|2544
Root1298|2444	Root423|1125
Root1298|2444	Root74|2448
Root1298|2444	Root954|2083
Fusarium13|300255	Fusarium226|1000190
Root1298|4211	Root1312|5467
Root1298|4211	Root74|5608
Root1298|4211	Root954|3627
Fusarium13|1400522	Fusarium226|21600405
Fusarium216|100360	Fusre1|548209
Fusarium216|220093	Fusre1|600148
Fusarium216|356820098	Fusre1|511215
Fusarium216|410027	Fusre1|497896
Fusarium216|600467	Fusre1|590630
Fusarium216|3569300557	Fusre1|738805
Fusarium216|3568200319	Fusre1|689250
Plecto143|160024	Plecto143|2798002
Root1298|6802	Root1312|2258
Root1298|6802	Root74|6750
Root1298|6802	Root954|4250
Fusarium216|600792	Fusre1|557533
Root1298|4165	Root1312|5513
Root1298|4165	Root74|5654
Root1298|4165	Root954|3673
Plecto143|741500291	Plecto143|1383002
Root1298|4158	Root1312|5520
Root1298|4158	Root74|5661
Root1298|4158	Root954|3680
Root559|2446	Root667|697
Root1298|3631	Root1312|3976
Root1298|3631	Root74|3277
Root1298|3631	Root954|888
Root1433D1|2482	Root322|2767
Fusarium13|17001143	Fusarium226|207001127
Fusarium13|170075	Fusarium226|2070077
Verdah1|352716	Verdah1|396652
Plecto143|7585008	Plecto143|75830017
Root1312|4796	Root74|4473
Root1312|4796	Root954|3954
Fusarium13|1427500857	Fusarium226|5001065
Fusarium13|3800366	Fusarium226|3700485
Fusarium216|1100238	Fusre1|596282
Fusarium13|14273001480	Fusarium226|7001644
Fusarium216|100844	Fusre1|22201
Fusarium13|1580073	Fusarium226|50093
Fusarium216|3568200303	Fusre1|642222
Fusarium13|1620017	Fusarium226|230610028
Root1298|2879	Root1312|3097
Root1298|2879	Root74|2800
Root1298|2879	Root954|1337
Fusarium216|800306	Fusre1|735162
Root423|2841	Root558|2183
Root1298|4418	Root1312|4165
Root1298|4418	Root74|3681
Root1298|4418	Root954|2992
Fusarium216|4500308	Fusre1|692110
Root1298|396	Root1312|396
Root1298|396	Root423|391
Root1298|396	Root558|395
Root1298|396	Root74|396
Root1298|396	Root954|5628
Fusarium216|4800240	Fusre1|522078
Root423|178	Root558|181
Fusarium216|1800479	Fusre1|564171
Fusarium216|600667	Fusre1|685593
Fusarium216|800314	Fusre1|535926
Plecto143|2890036	Plecuc1|329933
Plecto143|74880010	Plecto143|1675003
Plecto143|4000160	Plecuc1|20038
Fusarium216|1100126	Fusre1|518029
Root559|2944	Root667|3620
Plecto143|1533006	Plecto143|1533001
Plecto143|1533006	Plecto143|960039
Fusarium216|600884	Fusre1|557307
Fusarium216|2400222	Fusre1|577200
Fusarium216|2400714	Fusre1|694491
Root423|1975	Root558|3027
Root1298|5164	Root1312|4910
Root1298|5164	Root74|4587
Root1298|5164	Root954|4070
Root1298|6254	Root1312|6115
Root1298|6254	Root74|5340
Root1298|6254	Root954|745
Root1298|5698	Root1312|3635
Root1298|5698	Root74|5192
Root1298|5698	Root954|499
Fusarium216|2200257	Fusre1|569070
Fusarium216|80077	Fusre1|607932
Root423|2746	Root558|2088
Root423|2885	Root558|2227
Fusarium216|2800467	Fusre1|575279
Fusarium216|356930054	Fusre1|691211
Root423|417	Root558|421
Fusarium216|800483	Fusre1|504831
Fusarium216|800801	Fusre1|536392
Root1298|2921	Root1312|3139
Root1298|2921	Root74|2842
Root1298|2921	Root954|1379
Fusarium13|2600412	Fusarium226|4000668
Plecto143|326007	Plecuc1|108204
Fusarium216|3000334	Fusre1|562064
Fusarium13|14273001296	Fusarium226|7001467
Fusarium216|100588	Fusre1|548814
Fusarium13|1700940	Fusarium226|20700928
Plecto143|70021	Plecuc1|329089
Root1298|1956	Root1312|2011
Root1298|1956	Root74|1962
Root1298|1956	Root954|4798
Plecto143|2385002	Plecto143|74760058
Root1298|2195	Root1312|2296
Root1298|2195	Root74|2200
Root1298|2195	Root954|1834
Plecto143|350078	Plecuc1|64954
Root1298|39	Root1312|39
Root1298|39	Root74|39
Root1298|39	Root954|5271
Root1298|2808	Root1312|3026
Root1298|2808	Root423|2854
Root1298|2808	Root558|2196
Root1298|2808	Root74|2729
Root1298|2808	Root954|1266
Fusarium216|1001171	Fusre1|495720
Fusarium216|3568200553	Fusre1|349513
Fusarium216|500064	Fusarium226|540064
Fusarium216|2200388	Fusre1|539669
Fusarium13|5000119	Fusarium216|5000397
Fusarium13|5000119	Fusarium226|5700117
Root1298|6895	Root1312|6910
Root1298|6895	Root74|988
Root1298|6895	Root954|6341
Root1298|4413	Root1312|4160
Root1298|4413	Root74|3676
Root1298|4413	Root954|2997
Root1298|2824	Root1312|3042
Root1298|2824	Root74|2745
Root1298|2824	Root954|1282
Root1298|679	Root1312|678
Root1298|679	Root74|680
Root1298|679	Root954|2578
Root1298|6119	Root1312|6986
Root1298|6119	Root74|6983
Root1298|6119	Root954|3547
Plecto143|857180058	Plecto143|26960028
Root1298|1494	Root1312|1549
Root1298|1494	Root74|1670
Root1298|1494	Root954|1701
Plecto143|3613005	Plecuc1|139492
Fusarium216|800905	Fusre1|503849
Root1298|5470	Root1312|5216
Root1298|5470	Root74|4894
Root1298|5470	Root954|5149
Fusarium216|1100869	Fusre1|507111
Fusarium216|100221	Fusre1|547944
Plecto143|741800201	Plecuc1|340731
Root1298|4793	Root1312|4539
Root1298|4793	Root74|4057
Root1298|4793	Root954|6913
Fusarium13|380071	Fusarium226|3700196
Plecto143|85800005	Plecto143|3531004
Plecto143|85800005	Plecuc1|343360
Root423|4638	Root558|1087
Root1298|5139	Root1312|4885
Root1298|5139	Root74|4562
Root1298|5139	Root954|4045
Fusarium13|1427500868	Fusarium226|5001074
Plecto143|74310032	Plecuc1|328042
Root1298|3359	Root1312|3704
Root1298|3359	Root423|2960
Root1298|3359	Root558|2302
Root1298|3359	Root74|3007
Root1298|3359	Root954|1159
Root1298|2301	Root1312|2401
Root1298|2301	Root74|2305
Root1298|2301	Root954|1940
Root423|481	Root558|485
Fusarium216|800268	Fusre1|591123
Fusarium13|3001518	Fusarium226|10001436
Fusarium13|1700244	Fusarium226|20700237
Fusarium216|3568200446	Fusre1|566405
Plecto143|741800175	Plecuc1|104307
Fusarium13|14273001067	Fusarium226|7001239
Root1298|2350	Root1312|2450
Root1298|2350	Root74|2354
Root1298|2350	Root954|1989
Fusarium216|1100697	Fusre1|687953
Fusarium13|14270001666	Fusarium226|210001651
Fusarium13|2600641	Fusarium226|4000444
Plecto143|74490081	Plecuc1|292429
Fusarium13|17001055	Fusarium226|207001042
Root423|325	Root558|328
Fusarium13|14001505	Fusarium226|230570019
Root1298|6719	Root1312|6774
Root1298|6719	Root423|3740
Root1298|6719	Root558|6550
Root1298|6719	Root74|6710
Root1298|6719	Root954|6389
Root1298|141	Root1312|141
Root1298|141	Root74|141
Root1298|141	Root954|5373
Fusarium13|300779	Fusarium226|1000698
Fusarium216|2800555	Fusre1|257837
Fusarium216|1001471	Fusre1|498869
Root1298|1295	Root1312|1293
Root1298|1295	Root74|1330
Root1298|1295	Root954|6113
Root1298|243	Root1312|243
Root1298|243	Root74|243
Root1298|243	Root954|5475
Root1298|3207	Root74|3518
Zalva1|600647	Zalva1|600762
Root423|5576	Root558|4750
Plecto143|4518005	Plecto143|4518006
Plecto143|4518005	Plecto143|74780022
Root1298|3154	Root1312|3370
Root1298|3154	Root74|3465
Fusarium216|3568200358	Fusre1|689290
Root1298|2069	Root1312|2123
Root1298|2069	Root74|2074
Root1298|2069	Root954|4686
Fusarium13|15800307	Fusarium226|207001460
Plecto143|85857002	Plecto143|370088
Fusarium13|14273001580	Fusarium226|7001744
Root1298|2031	Root1312|2086
Root1298|2031	Root74|2037
Root1298|2031	Root954|4723
Root1298|4152	Root1312|5526
Root1298|4152	Root74|5667
Root1298|4152	Root954|3686
Root1298|1574	Root1312|1629
Root1298|1574	Root74|1750
Root1298|1574	Root954|1781
Verdah1|20310	Verdah1|246697
Root1298|5032	Root1312|4777
Root1298|5032	Root74|4454
Root1298|5032	Root954|3935
Fusarium13|1427500636	Fusarium226|500851
Root1298|6772	Root1312|6831
Root1298|6772	Root74|6810
Root1298|6772	Root954|3229
Fusarium13|1700480	Fusarium226|20700479
Root1298|5666	Root1312|5412
Root1298|5666	Root423|5159
Root1298|5666	Root74|5163
Root1298|5666	Root954|3086
Root423|118	Root558|121
Root1298|6468	Root1312|6578
Root1298|6468	Root74|6458
Root1298|6468	Root954|3275
Fusarium216|4800627	Fusre1|717796
Root1298|6243	Root1312|6104
Root1298|6243	Root74|5351
Root1298|6243	Root954|734
Morel_U14_1|455913	Morel_U14_1|480106
Root1298|5105	Root1312|4851
Root1298|5105	Root74|4528
Root1298|5105	Root954|4010
Root1298|3549	Root1312|3894
Root1298|3549	Root74|3195
Root1298|3549	Root954|971
Fusarium13|2300533	Fusarium226|3000492
Plecto143|1844007	Plecto143|1844004
Plecto143|1844007	Plecto143|6900089
Root1298|5305	Root1312|5051
Root1298|5305	Root74|4728
Root1298|5305	Root954|4983
Root1298|4503	Root1312|4250
Root1298|4503	Root74|3766
Root1298|4503	Root954|2907
Fusarium13|1700919	Fusarium226|20700906
Root423|6348	Root558|6703
Plecto143|14180029	Plecuc1|343092
Fusarium216|800680	Fusre1|591435
Plecto143|857030023	Plecuc1|8975
Fusarium13|3800567	Fusarium226|3700677
Plecto143|7532007	Plecuc1|322890
Root1298|3178	Root1312|3394
Root1298|3178	Root74|3489
Root1298|3178	Root954|2180
Dacma1|805591	Dacma1|821529
Dacma1|805591	Dacma1|823656
Fusarium13|3001685	Fusarium226|10001602
Plecto143|741500299	Plecuc1|282549
Fusarium216|100901	Fusre1|549694
Fusarium13|300755	Fusarium226|1000675
Root1298|918	Root1312|917
Root1298|918	Root74|919
Root1298|918	Root954|2341
Fusarium13|1427300474	Fusarium226|700599
Fusarium216|1800248	Fusre1|327202
Root423|2476	Root558|1332
Fusarium13|14270001321	Fusarium226|210001319
Fusarium216|690031	Fusre1|584372
Stael1|364380	Stael1|365512
Fusarium216|800433	Fusre1|686610
Root423|3267	Root558|1879
Root423|3709	Root558|4525
Root1298|4028	Root1312|5650
Root1298|4028	Root74|5791
Root1298|4028	Root954|3810
Fusarium13|1700451	Fusarium226|20700452
Root423|161	Root558|164
Root423|2856	Root558|2198
Plecto143|3260076	Plecuc1|355290
Fusarium216|1800617	Fusre1|563853
Root1298|2271	Root1312|2371
Root1298|2271	Root74|2275
Root1298|2271	Root954|1909
Plecto143|74280029	Plecto143|260039
Root1298|3059	Root1312|3276
Root1298|3059	Root74|6583
Root1298|3059	Root954|1517
Root423|3194	Root558|2536
Root423|3643	Root558|4459
Root423|3870	Root558|5628
Fusarium13|1427000756	Fusarium226|21000758
Fusarium216|710075	Fusre1|546087
Root1298|650	Root1312|649
Root1298|650	Root74|651
Root1298|650	Root954|2606
Root423|158	Root558|161
Root423|1906	Root558|2958
Fusarium13|1427500853	Fusarium226|5001061
Root1298|300	Root1312|300
Root1298|300	Root74|300
Root1298|300	Root954|5532
Root423|9	Root558|12
Fusarium216|580069	Fusre1|580999
Plecto143|7457001	Plecto143|7457006
Root1298|5627	Root1312|5373
Root1298|5627	Root74|5124
Root1298|5627	Root954|3125
Root1298|3611	Root1312|3956
Root1298|3611	Root74|3257
Root1298|3611	Root954|909
Fusarium216|1100237	Fusre1|518828
Fusarium216|5300293	Fusre1|520013
Root1298|4407	Root1312|4154
Root1298|4407	Root74|3670
Root1298|4407	Root954|3003
Root149|2873	Root564|4596
Fusarium216|35680001143	Fusre1|499959
Plecto143|8360059	Plecuc1|275234
Root1298|4953	Root1312|4698
Root1298|4953	Root74|4216
Root1298|4953	Root954|4500
Fusarium13|14270001620	Fusarium226|210001604
Fusarium13|1427500448	Fusarium226|500667
Fusarium13|14001066	Fusarium226|21600947
Fusarium216|2800324	Fusre1|541787
Fusarium13|16300117	Fusarium13|5000382
Fusarium216|3568000913	Fusre1|589841
Plecto143|200293	Plecto143|1170062
Plecto143|200293	Plecto143|1170067
Root1298|2157	Root1312|2212
Root1298|2157	Root74|2162
Root1298|2157	Root954|4599
Fusarium13|300568	Fusarium226|1000500
Fusarium216|100720	Fusre1|17967
Plecto143|75190048	Plecuc1|320143
Root1433D1|1842	Root322|601
Plecto143|7437003	Plecto143|7437008
Plecto143|5840020	Plecto143|5840033
Plecto143|5840020	Plecto143|5840032
Plecto143|5840020	Plecto143|4759008
Plecto143|5840020	Plecto143|4759009
Root1298|2014	Root1312|2069
Root1298|2014	Root74|2020
Root1298|2014	Root954|4740
Cylol1|568527	Cylol1|569175
Fusarium216|2200443	Fusre1|511799
Root1298|2181	Root1312|2236
Root1298|2181	Root74|2186
Root1298|2181	Root954|4575
Fusarium13|300211	Fusarium226|1000143
Fusarium216|3568200950	Fusre1|357402
Plecto143|200024	Plecto143|117003
Fusarium216|3569300627	Fusre1|513545
Fusarium216|3569300238	Fusre1|691034
Fusarium216|5300412	Fusre1|520771
Root423|5727	Root558|4901
Root1298|630	Root1312|629
Root1298|630	Root74|631
Root1298|630	Root954|2626
Fusarium216|35680001088	Fusre1|589960
Root423|405	Root558|409
Root1298|5394	Root1312|5140
Root1298|5394	Root423|4939
Root1298|5394	Root558|4600
Root1298|5394	Root74|4817
Root1298|5394	Root954|5072
Root423|775	Root558|776
Fusarium216|2400312	Fusre1|678633
Fusarium216|2200821	Fusre1|359153
Fusarium216|5300289	Fusre1|520313
Fusarium216|800877	Fusre1|561394
Fusarium216|100336	Fusre1|548172
Fusarium13|1427500593	Fusarium226|500809
Root423|1594	Root558|5392
Fusarium13|1427900100	Fusarium226|20900380
Fusarium216|1100547	Fusre1|693431
Dacma1|363331	Neora1|742584
Root1298|5270	Root1312|5016
Root1298|5270	Root74|4693
Root1298|5270	Root954|4176
Root1298|5136	Root1312|4882
Root1298|5136	Root74|4559
Root1298|5136	Root954|4042
Root423|4989	Root558|4650
Ilyeu1|679862	Ilyeu1|737451
Fusarium216|600602	Fusre1|502514
Fusarium216|600307	Fusre1|502479
Morel_U14_1|210293	Morel_U14_1|253518
Root1298|3224	Root1312|3440
Root1298|3224	Root74|3535
Root1298|3224	Root954|2226
Plecto143|6610034	Plecuc1|237751
Root1298|4629	Root1312|4375
Root1298|4629	Root74|3892
Root1298|4629	Root954|383
Root1298|2569	Root1312|2788
Root1298|2569	Root74|2491
Root1298|2569	Root954|193
Root423|4041	Root558|5083
Fusarium13|14273001473	Fusarium226|7001637
Fusarium13|1427000591	Fusarium226|21000598
Fusarium13|4300585	Fusarium226|3100591
Root1298|2105	Root1312|2160
Root1298|2105	Root74|2110
Root1298|2105	Root954|4651
Ilyeu1|504645	Ilyeu1|506338
Root1298|1836	Root1312|1891
Root1298|1836	Root74|1842
Root1298|1836	Root954|4919
Fusarium13|3800204	Fusarium226|3700325
Fusarium13|1400143	Fusarium226|20900231
Fusarium13|14270001290	Fusarium226|210001286
Root1295|8053	Root1310|1957
